Ind_ID,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Family_Members,Label,Age,Employed_Years,Age_Category
5143360,F,N,Y,0,126000.0,Working,Secondary Education,Married,Apartment,2,Approved,62,6.12,Senior
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,Apartment,4,Approved,34,4.47,Young
5117403,F,N,N,0,94500.0,Working,Secondary Education,Married,Apartment,2,Approved,45,4.43,Adult
5149319,F,Y,Y,1,180000.0,Working,Higher education,Single,Apartment,2,Approved,51,16.38,Adult
5137542,F,N,N,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,51,8.63,Adult
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,37,7.34,Young
5090780,F,N,N,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,32,9.43,Young
5092242,F,N,N,0,117000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,6.38,Adult
5068671,M,N,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,25,1.13,Young
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,28,1.38,Young
5068747,F,N,N,0,157500.0,Working,Higher education,Married,With parents,2,Approved,36,0.55,Young
5024578,F,N,N,1,90000.0,Working,Secondary Education,Married,With parents,3,Approved,28,4.0,Young
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,Apartment,2,Approved,35,7.14,Young
5041869,M,Y,N,0,99000.0,State servant,Secondary Education,Married,Apartment,2,Approved,53,1.43,Adult
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,47,3.62,Adult
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,Apartment,3,Approved,36,6.75,Young
5045611,F,N,Y,2,90000.0,Working,Secondary Education,Married,Apartment,4,Approved,32,1.96,Young
5113288,F,Y,Y,2,121500.0,Working,Secondary Education,Married,Apartment,4,Approved,31,0.28,Young
5053003,F,Y,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,25,4.47,Young
5118038,F,N,N,2,121500.0,Working,Higher education,Married,Apartment,4,Approved,32,1.68,Young
5091405,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,48,5.21,Adult
5137022,F,N,N,0,180000.0,State servant,Secondary Education,Widow,Apartment,1,Approved,49,0.96,Adult
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,4,Approved,38,1.71,Young
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,Apartment,3,Approved,41,4.46,Adult
5139410,F,Y,Y,2,135000.0,State servant,Secondary Education,Married,Apartment,4,Approved,39,16.68,Young
5048486,M,Y,Y,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,35,2.01,Young
5091280,M,N,Y,1,103500.0,Working,Secondary Education,Married,Apartment,3,Approved,32,1.8,Young
5023186,M,Y,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,7.39,Adult
5054307,M,N,N,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,27,2.41,Young
5116879,F,N,N,0,112500.0,Working,Higher education,Single,With parents,1,Approved,30,0.43,Young
5050453,M,N,Y,1,231750.0,Working,Secondary Education,Married,Apartment,3,Approved,39,0.37,Young
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,Apartment,1,Approved,32,4.1,Young
5091374,M,Y,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,42,3.47,Adult
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single,Apartment,1,Approved,29,5.3,Young
5054188,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,31,1.41,Young
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,52,2.8,Adult
5053472,M,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,50,5.83,Adult
5105395,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,29,1.57,Young
5089722,F,N,N,0,315000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,48,8.93,Adult
5066562,F,N,N,0,180000.0,Commercial associate,Secondary Education,Married,With parents,2,Approved,22,1.18,Young
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,2,Approved,27,5.11,Young
5024665,F,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,39,12.51,Young
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,44,0.85,Adult
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,Apartment,2,Approved,60,1.58,Senior
5096300,F,N,N,1,112500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,25,6.18,Young
5053143,M,N,Y,1,126000.0,Working,Secondary Education,Married,Apartment,3,Approved,33,0.38,Young
5038510,F,N,Y,0,103500.0,Working,Secondary Education,Married,Apartment,2,Approved,32,12.55,Young
5023482,F,N,Y,1,119250.0,Working,Secondary Education,Married,Apartment,3,Approved,43,12.06,Adult
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,Apartment,4,Approved,32,1.99,Young
5062713,F,N,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,39,10.42,Young
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,31,6.34,Young
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,Apartment,3,Approved,31,3.98,Young
5118115,M,N,N,1,270000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,37,14.84,Young
5024258,M,N,Y,0,162000.0,Working,Secondary Education,Single,Apartment,1,Approved,31,1.59,Young
5113976,M,Y,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,32,2.44,Young
5099907,F,N,Y,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,29,5.09,Young
5078924,M,N,Y,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,44,2.74,Adult
5068390,F,Y,Y,1,270000.0,Working,Higher education,Single,Apartment,2,Approved,38,0.38,Young
5033788,F,N,Y,1,315000.0,Working,Higher education,Single,Apartment,2,Approved,43,13.05,Adult
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,Apartment,3,Approved,39,6.18,Young
5022761,F,N,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,26,3.68,Young
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,2,Approved,40,12.84,Adult
5142136,F,N,N,2,144000.0,Working,Secondary Education,Married,Apartment,4,Approved,46,13.7,Adult
5088163,F,N,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,35,2.53,Young
5146086,M,N,N,0,148500.0,Working,Secondary Education,Single,Apartment,1,Approved,38,3.27,Young
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,24,2.17,Young
5118270,F,N,N,0,99000.0,Working,Secondary Education,Married,With parents,2,Approved,53,14.93,Adult
5142290,F,N,Y,1,162000.0,State servant,Higher education,Married,Apartment,3,Approved,41,0.24,Adult
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary Education,Widow,Apartment,1,Approved,47,15.04,Adult
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single,Apartment,1,Approved,26,1.62,Young
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,Apartment,2,Approved,57,13.19,Adult
5137407,F,N,N,0,157500.0,Working,Higher education,Single,Apartment,1,Approved,47,8.21,Adult
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,Apartment,2,Approved,38,4.34,Young
5146401,F,N,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,53,5.76,Adult
5105137,F,N,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,27,2.83,Young
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,Apartment,2,Approved,27,5.26,Young
5113082,F,N,Y,1,112500.0,Working,Higher education,Single,Apartment,2,Approved,41,3.1,Adult
5052755,M,N,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,28,3.22,Young
5113020,M,Y,Y,0,202500.0,State servant,Secondary Education,Married,Apartment,2,Approved,40,6.02,Adult
5058267,M,N,N,1,225000.0,Commercial associate,Secondary Education,Married,With parents,3,Approved,48,5.23,Adult
5037247,M,Y,Y,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,33,2.54,Young
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,33,6.84,Young
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,Apartment,2,Approved,40,7.27,Adult
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,29,3.21,Young
5038569,M,Y,Y,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,54,0.63,Adult
5069169,M,Y,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,28,2.63,Young
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,42,6.02,Adult
5097134,M,Y,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,31,6.76,Young
5033884,M,Y,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,2.55,Adult
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,37,8.09,Young
5091144,M,Y,N,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,29,3.68,Young
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,Apartment,2,Approved,59,1.69,Adult
5126142,M,Y,N,2,202500.0,Working,Secondary Education,Married,Apartment,4,Approved,43,10.37,Adult
5067020,F,Y,Y,1,247500.0,Working,Secondary Education,Married,Apartment,3,Approved,46,3.43,Adult
5061076,M,Y,N,0,157500.0,State servant,Secondary Education,Married,Apartment,2,Approved,40,8.88,Adult
5126527,F,N,N,0,225000.0,State servant,Secondary Education,Married,With parents,2,Approved,33,0.54,Young
5078931,M,N,N,0,112500.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,43,0.82,Adult
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,27,0.34,Young
5042097,F,N,N,1,108000.0,Working,Secondary Education,Single,Apartment,2,Approved,39,11.18,Young
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary Education,Married,With parents,2,Approved,38,14.59,Young
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,57,3.47,Adult
5112833,F,N,Y,1,90000.0,Working,Secondary Education,Single,With parents,2,Approved,36,2.78,Young
5050549,M,N,N,2,225000.0,Working,Higher education,Married,Apartment,4,Approved,45,8.45,Adult
5065763,F,N,Y,0,90000.0,Working,Secondary Education,Single,Apartment,1,Approved,40,1.9,Adult
5089269,F,N,N,0,72000.0,Working,Secondary Education,Single,Apartment,1,Approved,51,4.01,Adult
5028684,M,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,26,8.22,Young
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,34,11.06,Young
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Apartment,2,Approved,32,0.77,Young
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,41,12.3,Adult
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,49,3.16,Adult
5024586,F,Y,Y,2,315000.0,State servant,Secondary Education,Married,Apartment,4,Approved,33,3.34,Young
5091929,F,Y,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,49,1.8,Adult
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,Apartment,2,Approved,47,3.29,Adult
5114114,M,Y,N,0,157500.0,Working,Secondary Education,Single,Apartment,1,Approved,46,1.95,Adult
5142579,F,Y,Y,1,234000.0,Working,Secondary Education,Single,Apartment,2,Approved,56,7.79,Adult
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,49,11.04,Adult
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,Apartment,3,Approved,34,9.1,Young
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,53,7.88,Adult
5028280,F,N,N,1,157500.0,Commercial associate,Secondary Education,Married,With parents,3,Approved,32,7.56,Young
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,Apartment,3,Approved,43,6.93,Adult
5028337,F,Y,N,1,225000.0,Working,Higher education,Single,With parents,2,Approved,37,14.81,Young
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary Education,Single,Apartment,2,Approved,29,3.76,Young
5046126,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,55,8.47,Adult
5092265,M,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,48,0.96,Adult
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,26,8.19,Young
5117248,F,N,Y,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,35,6.51,Young
5024386,F,N,N,0,117000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,3.51,Young
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,Apartment,4,Approved,32,8.22,Young
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,31,2.26,Young
5053872,M,Y,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,31,5.83,Young
5091735,F,Y,Y,0,243000.0,Working,Secondary Education,Single,Apartment,1,Approved,40,5.63,Adult
5105791,M,N,N,0,121500.0,State servant,Secondary Education,Single,Apartment,1,Approved,24,4.41,Young
5125928,M,N,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,32,1.79,Young
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,43,6.95,Adult
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,Apartment,4,Approved,36,2.72,Young
5136029,M,Y,N,0,112500.0,State servant,Secondary Education,Married,Apartment,2,Approved,53,6.38,Adult
5023177,F,N,Y,1,337500.0,Working,Secondary Education,Married,Apartment,3,Approved,48,12.9,Adult
5021967,F,N,N,1,103500.0,Working,Secondary Education,Married,Apartment,3,Approved,32,3.26,Young
5146534,F,Y,N,1,67500.0,State servant,Secondary Education,Married,Apartment,3,Approved,41,3.18,Adult
5088161,F,N,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,35,2.53,Young
5100394,M,N,Y,1,315000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,33,10.68,Young
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,Apartment,3,Approved,30,0.6,Young
5113647,F,N,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,33,0.61,Young
5046336,F,N,N,1,85500.0,Working,Secondary Education,Married,Apartment,3,Approved,27,2.46,Young
5028781,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,43,8.31,Adult
5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,Apartment,3,Approved,35,9.11,Young
5116369,M,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,53,9.59,Adult
5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,36,3.62,Young
5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,Apartment,4,Approved,42,8.52,Adult
5028946,F,N,Y,0,90000.0,State servant,Secondary Education,Married,Apartment,2,Approved,47,0.64,Adult
5068470,F,N,N,1,108000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,41,1.97,Adult
5090049,F,N,Y,0,69372.0,Working,Secondary Education,Married,Apartment,2,Approved,43,0.59,Adult
5067730,F,N,Y,1,135000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,28,7.16,Young
5092239,F,N,N,0,117000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,6.38,Adult
5105560,F,N,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,46,12.07,Adult
5099914,F,N,Y,2,126000.0,Working,Secondary Education,Married,Apartment,4,Approved,27,4.34,Young
5150038,M,N,N,0,180000.0,Working,Secondary Education,Single,With parents,1,Approved,35,4.21,Young
5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,33,3.92,Young
5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,27,5.28,Young
5050440,F,Y,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,35,7.54,Young
5061611,M,Y,Y,1,225000.0,Working,Secondary Education,Married,Apartment,3,Approved,31,2.37,Young
5041066,F,N,Y,0,103500.0,Working,Secondary Education,Single,Apartment,1,Approved,47,5.84,Adult
5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,Apartment,4,Approved,32,1.26,Young
5091006,F,N,Y,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,47,8.85,Adult
5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,25,4.12,Young
5117202,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,37,0.26,Young
5074739,M,N,Y,1,225000.0,Working,Higher education,Married,Apartment,3,Approved,36,10.1,Young
5135489,M,Y,Y,2,225000.0,Working,Secondary Education,Married,Apartment,4,Approved,28,9.3,Young
5067016,M,N,Y,0,225000.0,Working,Secondary Education,Single,Apartment,1,Approved,27,1.26,Young
5024097,F,Y,N,0,126000.0,State servant,Secondary Education,Single,Apartment,1,Approved,32,14.25,Young
5008865,F,Y,Y,2,135000.0,Working,Secondary Education,Married,Apartment,4,Approved,43,8.69,Adult
5116640,F,N,Y,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,43,2.0,Adult
5089770,M,Y,Y,2,225000.0,Working,Secondary Education,Married,Apartment,4,Approved,29,6.93,Young
5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Single,With parents,1,Approved,43,1.18,Adult
5042296,M,Y,Y,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,41,5.75,Adult
5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,29,0.43,Young
5113006,M,Y,N,1,112500.0,Working,Secondary Education,Married,Apartment,3,Approved,53,6.02,Adult
5026368,M,N,Y,1,112500.0,Working,Higher education,Married,Apartment,3,Approved,37,14.95,Young
5095905,F,N,N,0,135000.0,State servant,Secondary Education,Single,Apartment,1,Approved,42,4.35,Adult
5113440,F,N,Y,0,207000.0,Working,Secondary Education,Single,Apartment,1,Approved,50,6.86,Adult
5069289,F,N,Y,0,270000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,40,9.3,Adult
5135938,F,Y,N,2,315000.0,Working,Secondary Education,Married,Apartment,4,Approved,42,10.38,Adult
5118026,F,N,N,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,37,8.84,Young
5053524,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,40,6.75,Adult
5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,Apartment,2,Approved,27,4.61,Young
5046003,F,N,Y,1,225000.0,Working,Secondary Education,Single,Apartment,2,Approved,41,9.13,Adult
5118225,M,Y,N,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,57,8.51,Adult
5050635,F,N,N,0,225000.0,State servant,Secondary Education,Married,Apartment,2,Approved,37,8.12,Young
5088805,M,Y,Y,0,225000.0,State servant,Secondary Education,Married,Apartment,2,Approved,37,10.11,Young
5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,41,6.18,Adult
5067281,M,N,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,36,7.47,Young
5023092,F,N,N,0,202500.0,Working,Secondary Education,Single,Apartment,1,Approved,46,11.39,Adult
5029251,M,N,Y,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,38,11.72,Young
5091824,M,N,Y,0,270000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,40,16.13,Adult
5132569,F,N,Y,1,112500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,40,3.7,Adult
5021490,M,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,29,1.67,Young
5035859,F,N,Y,0,270000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,58,6.52,Adult
5022025,M,Y,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,27,4.42,Young
5116613,M,N,Y,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,32,9.67,Young
5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,42,7.87,Adult
5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,3,Approved,42,4.53,Adult
5053918,F,Y,N,0,225000.0,Working,Higher education,Married,Apartment,2,Approved,39,6.66,Young
5067102,F,N,N,0,180000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,45,12.41,Adult
5022118,M,N,Y,0,315000.0,Working,Secondary Education,Married,Apartment,2,Approved,53,3.1,Adult
5022954,M,Y,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,50,1.43,Adult
5047667,F,N,N,0,90000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,23,1.43,Young
5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,38,6.21,Young
5009586,F,N,N,0,45000.0,Working,Secondary Education,Single,Apartment,1,Approved,39,2.18,Young
5097170,M,Y,Y,0,180000.0,State servant,Secondary Education,Married,Apartment,2,Approved,26,7.17,Young
5022015,M,Y,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,27,4.42,Young
5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,Apartment,3,Approved,24,0.4,Young
5028726,M,N,Y,0,360000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,34,11.06,Young
5033831,M,Y,Y,0,135000.0,Working,Higher education,Married,Apartment,2,Approved,52,1.82,Adult
5046086,F,Y,Y,0,99000.0,Working,Secondary Education,Married,Apartment,2,Approved,57,6.29,Adult
5135946,M,N,Y,0,270000.0,Working,Higher education,Single,Apartment,1,Approved,41,8.63,Adult
5149592,F,N,Y,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,33,4.96,Young
5009845,M,Y,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,43,0.36,Adult
5117716,M,Y,N,0,315000.0,Working,Secondary Education,Married,Apartment,2,Approved,45,13.84,Adult
5096169,F,N,N,0,112500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,53,2.18,Adult
5067542,F,N,Y,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,57,7.47,Adult
5090871,F,N,N,2,225000.0,Working,Secondary Education,Married,Apartment,4,Approved,38,3.09,Young
5033729,M,Y,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,32,14.88,Young
5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,Apartment,2,Approved,34,6.48,Young
5116319,F,N,Y,2,157500.0,Working,Secondary Education,Married,Apartment,4,Approved,38,5.17,Young
5146318,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,40,3.6,Adult
5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,53,4.59,Adult
5091416,F,N,Y,0,225000.0,Working,Higher education,Married,Apartment,2,Approved,44,8.05,Adult
5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,31,4.42,Young
5145965,F,N,N,2,130500.0,Working,Secondary Education,Married,Apartment,4,Approved,42,9.52,Adult
5126543,F,Y,N,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,28,9.45,Young
5033881,M,Y,N,1,202500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,29,10.32,Young
5068378,F,N,Y,1,126000.0,Working,Higher education,Married,Apartment,3,Approved,34,3.72,Young
5029194,M,Y,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,52,8.19,Adult
5010025,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,6.35,Adult
5091016,F,N,Y,1,112500.0,Working,Secondary Education,Married,Apartment,3,Approved,39,11.68,Young
5149744,F,N,Y,1,105750.0,Working,Secondary Education,Married,With parents,3,Approved,34,3.79,Young
5089760,M,Y,Y,0,180000.0,State servant,Higher education,Single,Apartment,1,Approved,22,2.43,Young
5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,55,4.99,Adult
5089934,M,Y,N,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,52,13.59,Adult
5125127,F,N,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,44,5.11,Adult
5113163,F,Y,Y,1,180000.0,Working,Secondary Education,Married,Apartment,3,Approved,34,10.17,Young
5116883,M,Y,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,48,3.68,Adult
5090126,M,Y,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,37,4.26,Young
5036648,F,N,N,0,202500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,31,10.3,Young
5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,35,10.17,Young
5114342,M,Y,N,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,26,8.19,Young
5115633,M,N,N,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,62,0.28,Senior
5126311,M,N,N,0,180000.0,Working,Secondary Education,Married,With parents,2,Approved,21,0.79,Young
5135779,F,N,Y,0,126000.0,Working,Secondary Education,Married,Apartment,2,Approved,65,5.88,Senior
5116343,M,Y,Y,1,225000.0,State servant,Secondary Education,Married,Apartment,3,Approved,32,10.76,Young
5022800,F,Y,Y,0,202500.0,Working,Higher education,Widow,Apartment,1,Approved,32,4.1,Young
5054348,F,N,N,0,103500.0,Working,Secondary Education,Single,Apartment,1,Approved,33,1.16,Young
5099980,M,N,Y,0,90000.0,Working,Secondary Education,Single,Apartment,1,Approved,41,2.93,Adult
5087829,M,N,Y,0,135000.0,State servant,Secondary Education,Married,Rented,2,Approved,28,6.36,Young
5051050,M,Y,N,0,67500.0,Working,Secondary Education,Married,Apartment,2,Approved,61,5.95,Senior
5148872,F,N,Y,0,135000.0,State servant,Secondary Education,Married,Apartment,2,Approved,42,9.12,Adult
5088101,F,Y,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,46,1.03,Adult
5028547,M,Y,N,1,292500.0,Working,Secondary Education,Single,Apartment,2,Approved,34,2.89,Young
5149402,F,N,N,1,135000.0,Commercial associate,Secondary Education,Married,With parents,3,Approved,37,3.21,Young
5067090,M,N,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,37,12.77,Young
5105555,F,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,54,12.41,Adult
5136976,F,N,N,0,306000.0,State servant,Higher education,Married,Apartment,2,Approved,34,15.3,Young
5113472,M,N,Y,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,52,0.95,Adult
5041535,F,N,Y,0,180000.0,Commercial associate,Secondary Education,Widow,Apartment,1,Approved,54,4.01,Adult
5066617,F,N,Y,0,139500.0,Working,Secondary Education,Married,Apartment,2,Approved,51,0.43,Adult
5126751,M,Y,N,2,135000.0,Working,Secondary Education,Married,With parents,4,Approved,45,1.54,Adult
5009908,M,Y,N,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,52,10.02,Adult
